,time (s),Channel 1 (V),Channel 2 (V)
414,-0.016919999999999998,-0.02,0.7000000000000001
415,-0.0169,0.0,0.7000000000000001
416,-0.01688,0.0,0.7000000000000001
417,-0.01686,0.02,0.7000000000000001
418,-0.01684,0.02,0.7000000000000001
419,-0.01682,0.04,0.7000000000000001
420,-0.0168,0.06,0.7000000000000001
421,-0.01678,0.06,0.7000000000000001
422,-0.016759999999999997,0.08,0.7000000000000001
423,-0.016739999999999998,0.08,0.7000000000000001
424,-0.01672,0.1,0.7000000000000001
425,-0.0167,0.1,0.7000000000000001
426,-0.01668,0.12,0.7000000000000001
427,-0.01666,0.12,0.7000000000000001
428,-0.016640000000000002,0.14,0.7000000000000001
429,-0.01662,0.16,0.7000000000000001
430,-0.0166,0.16,0.7000000000000001
431,-0.016579999999999998,0.18,0.7000000000000001
432,-0.01656,0.18,0.7000000000000001
433,-0.01654,0.2,0.7000000000000001
434,-0.01652,0.2,0.7000000000000001
435,-0.0165,0.22,0.7000000000000001
436,-0.01648,0.24,0.7000000000000001
437,-0.01646,0.24,0.7000000000000001
438,-0.01644,0.26,0.7000000000000001
439,-0.016419999999999997,0.26,0.68
440,-0.016399999999999998,0.28,0.7000000000000001
441,-0.01638,0.28,0.68
442,-0.01636,0.3,0.68
443,-0.01634,0.3,0.68
444,-0.01632,0.32,0.68
445,-0.016300000000000002,0.34,0.68
446,-0.01628,0.34,0.68
447,-0.01626,0.36,0.68
448,-0.016239999999999997,0.36,0.68
449,-0.01622,0.38,0.68
450,-0.0162,0.4,0.68
451,-0.01618,0.4,0.68
452,-0.01616,0.42,0.68
453,-0.01614,0.42,0.68
454,-0.01612,0.44,0.68
455,-0.0161,0.44,0.68
456,-0.016079999999999997,0.46,0.68
457,-0.016059999999999998,0.46,0.68
458,-0.01604,0.48,0.68
459,-0.01602,0.48,0.68
460,-0.016,0.5,0.68
461,-0.01598,0.52,0.68
462,-0.015960000000000002,0.52,0.68
463,-0.01594,0.54,0.68
464,-0.01592,0.54,0.68
465,-0.015899999999999997,0.56,0.68
466,-0.01588,0.56,0.68
467,-0.01586,0.58,0.68
468,-0.01584,0.58,0.68
469,-0.01582,0.6,0.68
470,-0.0158,0.6,0.68
471,-0.01578,0.62,0.68
472,-0.01576,0.64,0.68
473,-0.015739999999999997,0.64,0.68
474,-0.015719999999999998,0.66,0.68
475,-0.0157,0.66,0.68
476,-0.01568,0.68,0.68
477,-0.01566,0.68,0.68
478,-0.01564,0.7000000000000001,0.68
479,-0.01562,0.7000000000000001,0.68
480,-0.0156,0.72,0.68
481,-0.01558,0.72,0.68
482,-0.01556,0.74,0.68
483,-0.01554,0.74,0.68
484,-0.015519999999999999,0.76,0.68
485,-0.0155,0.76,0.68
486,-0.015479999999999999,0.78,0.66
487,-0.01546,0.78,0.66
488,-0.015439999999999999,0.8,0.66
489,-0.01542,0.8,0.66
490,-0.015399999999999999,0.8200000000000001,0.66
491,-0.01538,0.8200000000000001,0.66
492,-0.015359999999999999,0.84,0.66
493,-0.01534,0.84,0.66
494,-0.015319999999999999,0.86,0.66
495,-0.0153,0.86,0.66
496,-0.01528,0.88,0.66
497,-0.01526,0.88,0.66
498,-0.01524,0.9,0.66
499,-0.01522,0.9,0.66
500,-0.0152,0.92,0.66
501,-0.015179999999999999,0.92,0.66
502,-0.01516,0.9400000000000001,0.66
503,-0.015139999999999999,0.9400000000000001,0.66
504,-0.01512,0.96,0.66
505,-0.015099999999999999,0.96,0.66
506,-0.01508,0.96,0.66
507,-0.015059999999999999,0.98,0.66
508,-0.01504,0.98,0.66
509,-0.015019999999999999,1.0,0.66
510,-0.015,1.0,0.66
511,-0.014979999999999999,1.02,0.66
512,-0.01496,1.02,0.66
513,-0.01494,1.04,0.66
514,-0.01492,1.04,0.66
515,-0.0149,1.06,0.66
516,-0.014879999999999999,1.06,0.64
517,-0.01486,1.06,0.64
518,-0.014839999999999999,1.08,0.64
519,-0.01482,1.08,0.64
520,-0.014799999999999999,1.1,0.64
521,-0.01478,1.1,0.64
522,-0.014759999999999999,1.12,0.64
523,-0.01474,1.12,0.64
524,-0.014719999999999999,1.12,0.66
525,-0.0147,1.1400000000000001,0.66
526,-0.014679999999999999,1.1400000000000001,0.66
527,-0.01466,1.16,0.66
