,time (s),Channel 1 (V),Channel 2 (V)
387,-9.19999999999998e-07,-1.8800000000000001,-2.2800000000000002
388,-8.799999999999984e-07,-1.8800000000000001,-2.2800000000000002
389,-8.399999999999987e-07,-1.8800000000000001,-2.2800000000000002
390,-7.999999999999991e-07,-1.84,-2.2800000000000002
391,-7.599999999999995e-07,-1.84,-2.2800000000000002
392,-7.199999999999999e-07,-1.8800000000000001,-2.2800000000000002
393,-6.799999999999969e-07,-1.8800000000000001,-2.2800000000000002
394,-6.399999999999973e-07,-1.8800000000000001,-2.2800000000000002
395,-5.999999999999976e-07,-1.8800000000000001,-2.2800000000000002
396,-5.59999999999998e-07,-1.8800000000000001,-2.2800000000000002
397,-5.199999999999984e-07,-1.8800000000000001,-2.2800000000000002
398,-4.799999999999988e-07,-1.8800000000000001,-2.2800000000000002
399,-4.399999999999992e-07,-1.8800000000000001,-2.2800000000000002
400,-3.9999999999999956e-07,-1.8800000000000001,-2.2800000000000002
401,-3.5999999999999994e-07,-1.8800000000000001,-2.2800000000000002
402,-3.1999999999999694e-07,-1.8800000000000001,-2.2800000000000002
403,-2.799999999999973e-07,-1.8800000000000001,-2.2800000000000002
404,-2.399999999999977e-07,-1.8800000000000001,-2.2800000000000002
405,-1.9999999999999809e-07,-1.8800000000000001,-2.2800000000000002
406,-1.5999999999999847e-07,-1.8800000000000001,-2.2800000000000002
407,-1.1999999999999885e-07,-1.8800000000000001,-2.2800000000000002
408,-7.999999999999923e-08,-1.8800000000000001,-2.2800000000000002
409,-3.999999999999962e-08,-1.8800000000000001,-2.2800000000000002
410,0.0,-1.8800000000000001,-2.2800000000000002
411,4.0000000000003005e-08,-1.8800000000000001,-2.2800000000000002
412,8.000000000000262e-08,-1.8800000000000001,-2.2800000000000002
413,1.2000000000000224e-07,-1.8800000000000001,-2.2800000000000002
414,1.6000000000000186e-07,-1.8800000000000001,-2.2800000000000002
415,2.0000000000000147e-07,-1.8800000000000001,-2.2800000000000002
416,2.400000000000011e-07,-1.8800000000000001,-2.2800000000000002
417,2.800000000000007e-07,-1.8800000000000001,-2.2800000000000002
418,3.200000000000003e-07,-1.8800000000000001,-2.2800000000000002
419,3.5999999999999994e-07,-1.8800000000000001,-2.2800000000000002
420,4.0000000000000295e-07,-1.8800000000000001,-2.2800000000000002
421,4.4000000000000256e-07,-1.8800000000000001,-2.2800000000000002
422,4.800000000000022e-07,-1.8800000000000001,-2.2800000000000002
423,5.200000000000018e-07,-1.8800000000000001,-2.2800000000000002
424,5.600000000000014e-07,-1.8800000000000001,-2.24
425,6.00000000000001e-07,-1.8800000000000001,-2.2800000000000002
426,6.400000000000006e-07,-1.8800000000000001,-2.24
427,6.800000000000003e-07,-1.8800000000000001,-2.24
428,7.199999999999999e-07,-1.8800000000000001,-2.24
429,7.600000000000029e-07,-1.8800000000000001,-2.24
430,8.000000000000025e-07,-1.8800000000000001,-2.24
431,8.400000000000021e-07,-1.8800000000000001,-2.24
432,8.800000000000017e-07,-1.8800000000000001,-2.24
433,9.200000000000014e-07,-1.8800000000000001,-2.24
434,9.60000000000001e-07,-1.8800000000000001,-2.24
435,1.0000000000000006e-06,-1.8800000000000001,-2.24
436,1.0400000000000002e-06,-1.8800000000000001,-2.24
437,1.0800000000000032e-06,-1.8800000000000001,-2.24
438,1.1200000000000028e-06,-1.8800000000000001,-2.24
439,1.1600000000000024e-06,-1.8800000000000001,-2.24
440,1.200000000000002e-06,-1.8800000000000001,-2.24
441,1.2400000000000017e-06,-1.8800000000000001,-2.24
442,1.2800000000000013e-06,-1.8800000000000001,-2.24
443,1.320000000000001e-06,-1.8800000000000001,-2.24
444,1.3600000000000005e-06,-1.8800000000000001,-2.24
445,1.4000000000000001e-06,-1.8800000000000001,-2.24
446,1.4400000000000032e-06,-1.8800000000000001,-2.24
447,1.4800000000000028e-06,-1.8800000000000001,-2.24
448,1.5200000000000024e-06,-1.8800000000000001,-2.2
449,1.560000000000002e-06,-1.8800000000000001,-2.2
450,1.6000000000000016e-06,-1.8800000000000001,-2.2
451,1.6400000000000012e-06,-1.8800000000000001,-2.2
452,1.6800000000000009e-06,-1.8800000000000001,-2.2
453,1.7200000000000005e-06,-1.8800000000000001,-2.2
454,1.76e-06,-1.8800000000000001,-2.2
455,1.800000000000003e-06,-1.8800000000000001,-2.2
456,1.8400000000000027e-06,-1.8800000000000001,-2.2
457,1.8800000000000023e-06,-1.8800000000000001,-2.16
458,1.920000000000002e-06,-1.8800000000000001,-2.16
459,1.9600000000000016e-06,-1.8800000000000001,-2.16
460,2.000000000000001e-06,-1.8800000000000001,-2.16
461,2.040000000000001e-06,-1.8800000000000001,-2.16
462,2.0800000000000004e-06,-1.8800000000000001,-2.12
463,2.12e-06,-1.8800000000000001,-2.12
464,2.160000000000003e-06,-1.8800000000000001,-2.12
465,2.2000000000000027e-06,-1.8800000000000001,-2.12
466,2.2400000000000023e-06,-1.8800000000000001,-2.08
467,2.280000000000002e-06,-1.8800000000000001,-2.08
468,2.3200000000000015e-06,-1.8800000000000001,-2.08
469,2.360000000000001e-06,-1.8800000000000001,-2.08
470,2.4000000000000007e-06,-1.8800000000000001,-2.04
471,2.4400000000000004e-06,-1.8800000000000001,-2.04
472,2.48e-06,-1.8800000000000001,-2.04
473,2.520000000000003e-06,-1.8800000000000001,-2.0
474,2.5600000000000026e-06,-1.8800000000000001,-2.0
475,2.600000000000002e-06,-1.8800000000000001,-2.0
476,2.640000000000002e-06,-1.8800000000000001,-1.96
477,2.6800000000000014e-06,-1.8800000000000001,-1.96
478,2.720000000000001e-06,-1.8800000000000001,-1.96
479,2.7600000000000007e-06,-1.8800000000000001,-1.92
480,2.8000000000000003e-06,-1.8800000000000001,-1.92
481,2.84e-06,-1.8800000000000001,-1.92
482,2.880000000000003e-06,-1.8800000000000001,-1.8800000000000001
483,2.9200000000000025e-06,-1.8800000000000001,-1.8800000000000001
484,2.960000000000002e-06,-1.8800000000000001,-1.8800000000000001
485,3.0000000000000018e-06,-1.8800000000000001,-1.84
486,3.0400000000000014e-06,-1.8800000000000001,-1.84
487,3.080000000000001e-06,-1.8800000000000001,-1.84
488,3.1200000000000006e-06,-1.8800000000000001,-1.8
489,3.1600000000000002e-06,-1.8800000000000001,-1.8
490,3.2000000000000032e-06,-1.8800000000000001,-1.8
491,3.240000000000003e-06,-1.8800000000000001,-1.8
492,3.2800000000000025e-06,-1.8800000000000001,-1.76
493,3.320000000000002e-06,-1.8800000000000001,-1.76
494,3.3600000000000017e-06,-1.8800000000000001,-1.72
