,time (s),Channel 1 (V),Channel 2 (V)
656,-0.005959999999999999,0.48,0.24
657,-0.0059499999999999996,0.44,0.24
658,-0.005939999999999999,0.4,0.28
659,-0.0059299999999999995,0.28,0.24
660,-0.005919999999999999,0.16,0.24
661,-0.0059099999999999995,0.0,0.24
662,-0.005899999999999999,-0.16,0.2
663,-0.005889999999999999,-0.28,0.2
664,-0.005879999999999999,-0.4,0.16
665,-0.005869999999999999,-0.44,0.12
666,-0.00586,-0.48,0.08
667,-0.005849999999999999,-0.48,0.0
668,-0.00584,-0.44,-0.04
669,-0.005829999999999999,-0.4,-0.04
670,-0.00582,-0.28,-0.04
671,-0.005809999999999999,-0.16,-0.08
672,-0.0058,-0.04,-0.08
673,-0.005789999999999999,0.04,-0.08
674,-0.0057799999999999995,0.16,-0.04
675,-0.005769999999999999,0.24,-0.04
676,-0.0057599999999999995,0.24,-0.04
677,-0.005749999999999999,0.2,-0.04
678,-0.0057399999999999994,0.12,-0.04
679,-0.005729999999999999,0.0,0.0
680,-0.005719999999999999,-0.12,0.0
681,-0.005709999999999999,-0.24,-0.04
682,-0.005699999999999999,-0.36,-0.04
683,-0.00569,-0.52,-0.04
684,-0.005679999999999999,-0.64,-0.12
685,-0.00567,-0.72,-0.16
686,-0.005659999999999999,-0.72,-0.2
687,-0.00565,-0.68,-0.2
688,-0.005639999999999999,-0.64,-0.24
689,-0.00563,-0.56,-0.28
690,-0.005619999999999999,-0.44,-0.28
691,-0.0056099999999999995,-0.36,-0.32
692,-0.005599999999999999,-0.2,-0.32
693,-0.0055899999999999995,-0.08,-0.32
694,-0.005579999999999999,-0.04,-0.28
695,-0.005569999999999999,0.04,-0.24
696,-0.005559999999999999,0.08,-0.24
697,-0.005549999999999999,0.04,-0.24
698,-0.005539999999999999,0.0,-0.2
699,-0.005529999999999999,-0.08,-0.2
700,-0.00552,-0.24,-0.2
701,-0.005509999999999999,-0.36,-0.2
702,-0.0055,-0.48,-0.2
703,-0.005489999999999999,-0.6,-0.24
704,-0.00548,-0.72,-0.24
705,-0.005469999999999999,-0.76,-0.32
706,-0.00546,-0.8,-0.36
707,-0.005449999999999999,-0.72,-0.4
708,-0.0054399999999999995,-0.68,-0.4
709,-0.005429999999999999,-0.6,-0.4
710,-0.0054199999999999995,-0.48,-0.44
711,-0.005409999999999999,-0.36,-0.44
712,-0.005399999999999999,-0.2,-0.44
713,-0.005389999999999999,-0.08,-0.44
714,-0.005379999999999999,0.0,-0.36
715,-0.005369999999999999,0.08,-0.36
716,-0.005359999999999999,0.12,-0.32
717,-0.00535,0.08,-0.32
718,-0.005339999999999999,0.0,-0.28
719,-0.00533,-0.04,-0.24
720,-0.005319999999999999,-0.16,-0.28
721,-0.00531,-0.28,-0.24
722,-0.005299999999999999,-0.4,-0.28
723,-0.0052899999999999996,-0.52,-0.28
724,-0.005279999999999999,-0.6,-0.28
725,-0.0052699999999999995,-0.64,-0.32
726,-0.005259999999999999,-0.64,-0.32
727,-0.0052499999999999995,-0.64,-0.36
728,-0.005239999999999999,-0.56,-0.36
729,-0.005229999999999999,-0.44,-0.4
730,-0.005219999999999999,-0.32,-0.4
731,-0.005209999999999999,-0.2,-0.4
732,-0.005199999999999999,-0.04,-0.36
733,-0.005189999999999999,0.08,-0.32
734,-0.00518,0.2,-0.32
735,-0.005169999999999999,0.24,-0.28
736,-0.00516,0.32,-0.24
737,-0.005149999999999999,0.28,-0.24
738,-0.00514,0.28,-0.16
739,-0.005129999999999999,0.2,-0.12
740,-0.0051199999999999996,0.08,-0.12
741,-0.005109999999999999,-0.04,-0.12
742,-0.0050999999999999995,-0.16,-0.16
743,-0.005089999999999999,-0.28,-0.12
744,-0.0050799999999999994,-0.36,-0.12
745,-0.005069999999999999,-0.4,-0.16
746,-0.005059999999999999,-0.36,-0.16
747,-0.005049999999999999,-0.4,-0.2
748,-0.005039999999999999,-0.28,-0.2
749,-0.005029999999999999,-0.2,-0.24
750,-0.005019999999999999,-0.08,-0.24
751,-0.00501,0.08,-0.2
752,-0.004999999999999999,0.24,-0.2
753,-0.00499,0.36,-0.16
