tempo(s),Vbb(V),Vbe(V),Vce(V)
0.9152,6.6400000000000015,0.72,0.32
0.9156,6.6400000000000015,0.72,0.32
0.9159999999999999,6.6400000000000015,0.72,0.32
0.9164,6.6400000000000015,0.72,0.24
0.9168,6.6400000000000015,0.72,0.32
0.9172,6.6400000000000015,0.72,0.32
0.9176,6.72,0.72,0.32
0.9179999999999999,6.72,0.72,0.32
0.9184,6.72,0.72,0.24
0.9188,6.72,0.72,0.32
0.9192,6.72,0.72,0.32
0.9196,6.72,0.72,0.32
0.92,6.72,0.72,0.32
0.9204,6.72,0.72,0.32
0.9208,6.72,0.72,0.24
0.9212,6.8,0.8,0.24
0.9216,6.8,0.72,0.32
0.922,6.8,0.72,0.24
0.9224,6.8,0.72,0.24
0.9228,6.8,0.72,0.32
0.9232,6.8,0.72,0.24
0.9236,6.8,0.8,0.32
0.924,6.8,0.72,0.24
0.9244,6.8,0.72,0.24
0.9248,6.8,0.72,0.32
0.9252,6.8,0.72,0.32
0.9256,6.8,0.72,0.32
0.9259999999999999,6.8,0.72,0.24
0.9264,6.88,0.72,0.24
0.9268,6.88,0.72,0.24
0.9272,6.88,0.72,0.24
0.9276,6.88,0.72,0.32
0.9279999999999999,6.88,0.72,0.32
0.9284,6.88,0.72,0.32
0.9288,6.88,0.8,0.24
0.9292,6.88,0.8,0.32
0.9296,6.88,0.72,0.24
0.93,6.88,0.72,0.32
0.9304,6.88,0.8,0.24
0.9308,6.88,0.8,0.24
0.9312,6.96,0.72,0.24
0.9316,6.96,0.8,0.32
0.932,6.96,0.72,0.24
0.9324,6.96,0.8,0.24
0.9328,6.96,0.8,0.24
0.9332,6.96,0.8,0.32
0.9336,6.96,0.72,0.24
0.934,6.96,0.72,0.24
0.9344,6.96,0.72,0.24
0.9348,6.96,0.72,0.32
0.9352,6.96,0.72,0.24
0.9356,6.96,0.8,0.24
0.9359999999999999,6.96,0.8,0.32
0.9364,6.96,0.8,0.24
0.9368,6.96,0.8,0.24
0.9372,6.96,0.8,0.24
0.9376,7.04,0.72,0.24
0.938,7.04,0.72,0.24
0.9384,7.04,0.8,0.32
0.9388,7.04,0.72,0.32
0.9392,7.04,0.8,0.24
0.9396,7.04,0.8,0.24
0.94,7.04,0.72,0.24
0.9404,7.04,0.72,0.24
0.9408,7.04,0.72,0.24
0.9412,7.04,0.8,0.24
0.9416,7.04,0.8,0.24
0.942,7.12,0.72,0.24
0.9424,7.12,0.8,0.24
0.9428,7.12,0.72,0.32
0.9432,7.12,0.8,0.24
0.9436,7.12,0.8,0.24
0.944,7.12,0.72,0.24
0.9444,7.12,0.72,0.24
0.9448,7.12,0.72,0.24
0.9452,7.12,0.72,0.32
0.9456,7.2,0.8,0.24
0.946,7.2,0.8,0.24
0.9464,7.2,0.72,0.24
0.9468,7.2,0.8,0.24
0.9472,7.2,0.72,0.24
0.9476,7.2,0.8,0.24
0.948,7.2,0.72,0.24
0.9484,7.2,0.8,0.24
0.9488,7.2,0.8,0.24
0.9492,7.2,0.72,0.32
0.9496,7.2,0.72,0.24
0.95,7.2,0.8,0.32
0.9504,7.2,0.8,0.24
0.9508,7.2,0.72,0.24
0.9512,7.2,0.72,0.24
0.9516,7.28,0.8,0.24
0.952,7.28,0.72,0.24
0.9524,7.28,0.8,0.24
0.9528,7.28,0.8,0.24
0.9532,7.28,0.72,0.32
0.9536,7.28,0.72,0.24
0.954,7.28,0.72,0.24
0.9544,7.28,0.72,0.24
0.9548,7.28,0.8,0.24
0.9552,7.28,0.72,0.24
0.9556,7.36,0.72,0.24
0.956,7.36,0.8,0.24
0.9564,7.36,0.72,0.24
0.9568,7.36,0.72,0.24
0.9572,7.36,0.72,0.24
0.9576,7.36,0.72,0.24
0.958,7.36,0.72,0.24
0.9584,7.36,0.72,0.24
0.9588,7.36,0.72,0.24
0.9592,7.36,0.72,0.24
0.9596,7.36,0.72,0.24
0.96,7.44,0.72,0.24
0.9604,7.44,0.8,0.24
0.9608,7.36,0.8,0.24
0.9612,7.44,0.8,0.24
0.9616,7.44,0.72,0.24
0.962,7.44,0.72,0.24
0.9624,7.44,0.8,0.24
0.9628,7.44,0.8,0.24
0.9632,7.44,0.8,0.24
0.9636,7.44,0.72,0.24
0.964,7.44,0.8,0.24
0.9644,7.44,0.8,0.24
0.9648,7.44,0.72,0.24
0.9652,7.44,0.72,0.24
0.9656,7.44,0.72,0.24
0.966,7.52,0.8,0.24
0.9664,7.44,0.8,0.24
0.9668,7.52,0.72,0.24
0.9672,7.52,0.72,0.24
0.9676,7.52,0.72,0.24
0.968,7.52,0.72,0.24
0.9684,7.52,0.72,0.24
0.9688,7.52,0.72,0.32
0.9692,7.52,0.8,0.24
0.9696,7.52,0.72,0.24
0.97,7.52,0.72,0.24
0.9704,7.6,0.72,0.24
0.9708,7.6,0.72,0.24
0.9712,7.6,0.72,0.24
0.9716,7.6,0.72,0.24
0.972,7.6,0.72,0.24
0.9724,7.6,0.72,0.24
0.9728,7.6,0.72,0.24
0.9732,7.6,0.72,0.24
0.9736,7.6,0.72,0.24
0.974,7.6,0.72,0.24
0.9744,7.6,0.72,0.32
0.9748,7.6,0.72,0.24
0.9752,7.68,0.72,0.24
0.9756,7.68,0.72,0.24
0.976,7.68,0.72,0.24
0.9764,7.68,0.72,0.24
0.9768,7.68,0.72,0.24
0.9772,7.68,0.72,0.24
0.9776,7.68,0.72,0.24
0.978,7.68,0.72,0.24
0.9784,7.68,0.72,0.24
0.9788,7.68,0.72,0.24
0.9792,7.68,0.72,0.24
0.9796,7.68,0.72,0.24
0.98,7.76,0.72,0.24
0.9804,7.76,0.72,0.24
0.9808,7.76,0.8,0.24
0.9812,7.76,0.72,0.24
0.9816,7.76,0.72,0.24
0.982,7.76,0.72,0.24
0.9824,7.76,0.72,0.24
0.9828,7.76,0.72,0.24
0.9832,7.76,0.72,0.24
0.9836,7.76,0.72,0.24
0.984,7.76,0.72,0.24
0.9844,7.76,0.72,0.24
0.9848,7.76,0.72,0.24
0.9852,7.76,0.72,0.24
0.9856,7.84,0.72,0.24
0.986,7.84,0.72,0.24
0.9864,7.84,0.72,0.24
0.9868,7.84,0.72,0.24
0.9872,7.84,0.72,0.24
0.9876,7.84,0.72,0.24
0.988,7.84,0.72,0.24
0.9884,7.84,0.72,0.24
0.9888,7.84,0.72,0.24
0.9892,7.84,0.72,0.24
0.9896,7.92,0.72,0.24
0.99,7.92,0.72,0.24
0.9904,7.92,0.72,0.24
0.9908,7.92,0.72,0.24
0.9912,7.92,0.72,0.24
0.9916,7.92,0.72,0.24
0.992,7.92,0.72,0.24
0.9924,7.92,0.72,0.24
0.9928,7.92,0.72,0.24
0.9932,7.92,0.72,0.24
0.9936,7.92,0.72,0.24
0.9940000000000001,8.0,0.72,0.24
0.9944,8.0,0.72,0.24
0.9948,8.0,0.72,0.24
0.9952,8.0,0.72,0.24
0.9956,8.0,0.72,0.24
0.996,8.0,0.72,0.24
0.9964,8.0,0.72,0.24
0.9968,8.0,0.72,0.24
0.9972,8.0,0.72,0.24
0.9976,8.0,0.72,0.24
0.998,8.0,0.72,0.24
0.9984,8.0,0.72,0.24
0.9988,8.0,0.72,0.24
0.9992,8.0,0.72,0.24
0.9996,8.0,0.72,0.24
1.0,8.08,0.72,0.24
